employee_id,hours_worked,tasks_completed,department
E0997,34,15,Sales
E0998,41,21,Marketing
E0999,39,13,Sales
E1000,30,20,Sales
E1001,33,12,Sales
E1002,44,21,Marketing
E1003,50,5,Development
E1004,47,24,Marketing
E1005,45,17,HR
E1006,47,15,Development
E1007,43,19,Development
E1008,40,24,HR
E1009,46,9,Sales
E1010,38,16,Marketing
E1011,43,10,Sales
E1012,34,9,Development
E1013,41,12,Sales
E1014,39,13,HR
E1015,31,7,Sales
E1016,30,6,Development
E1017,50,20,Sales
E1018,37,7,HR
E1019,45,11,Sales
E1020,39,5,HR
E1021,48,23,Development
E1022,45,14,HR
E1023,48,20,Marketing
E1024,37,7,HR
E1025,41,18,HR
E1026,32,7,Marketing
E1027,46,24,Sales
E1028,30,21,Marketing
E1029,50,22,Sales
E1030,43,17,Development
E1031,43,12,Development
E1032,43,22,Marketing
E1033,34,11,Development
E1034,50,9,HR
E1035,42,23,Marketing
E1036,43,22,Development
E1037,48,15,Marketing
E1038,40,23,Sales
E1039,37,22,Development
E1040,43,11,Sales
E1041,39,11,Marketing
E1042,35,10,Development
E1043,35,7,Marketing
E1044,40,19,Sales
E1045,32,22,Marketing
E1046,34,22,Marketing
E1047,43,14,Marketing
E1048,49,25,HR
E1049,40,23,HR
E1050,32,21,Marketing
E1051,32,16,Marketing
E1052,38,24,Marketing
E1053,38,21,Marketing
E1054,32,12,Development
E1055,37,21,Marketing
E1056,47,14,HR
E1057,32,19,HR
E1058,38,9,Development
E1059,33,5,Marketing
E1060,38,5,Sales
E1061,39,22,Sales
E1062,44,25,Marketing
E1063,47,18,Development
E1064,48,9,Marketing
E1065,37,16,HR
E1066,30,5,Sales
E1067,46,16,Marketing
E1068,47,18,Marketing
E1069,39,6,Sales
E1070,40,15,HR
E1071,45,7,Sales
E1072,34,14,HR
E1073,46,18,HR
E1074,45,7,Marketing
E1075,34,8,Marketing
E1076,42,21,HR
E1077,38,11,Sales
E1078,40,23,HR
E1079,38,20,Marketing
E1080,45,25,Development
E1081,40,10,Development
E1082,35,13,Sales
E1083,46,21,Sales
E1084,37,23,Sales
E1085,46,18,Development
E1086,39,22,HR
E1087,48,20,Marketing
E1088,47,15,Development
E1089,44,15,Sales
E1090,39,16,Marketing
E1091,46,20,Marketing
E1092,31,19,Development
E1093,37,24,Marketing
E1094,50,17,Sales
E1095,36,7,Marketing
E1096,46,5,Development
E1097,41,10,HR
E1098,50,23,Marketing
E1099,31,12,Sales
E1100,31,11,HR
E1101,33,7,Marketing
E1102,38,5,Marketing
E1103,30,13,HR
E1104,49,12,Development
E1105,39,25,Marketing
E1106,40,25,Marketing
E1107,30,14,HR
E1108,38,6,Marketing
E1109,49,17,Marketing
E1110,38,12,Marketing
E1111,30,25,HR
E1112,35,5,Development
E1113,43,22,HR
E1114,31,21,HR
E1115,48,10,HR
E1116,45,18,Marketing
E1117,49,19,Sales
E1118,35,10,Development
E1119,33,24,Development
E1120,39,22,Sales
E1121,32,22,Development
E1122,37,24,Development
E1123,49,7,Sales
E1124,41,14,Development
E1125,46,17,Marketing
E1126,50,25,Development
E1127,34,25,HR
E1128,46,18,Marketing
E1129,42,14,HR
E1130,34,25,Sales
E1131,39,13,HR
E1132,48,11,Sales
E1133,39,13,Sales
E1134,37,14,Marketing
E1135,42,12,HR
E1136,30,11,Development
E1137,34,7,Sales
E1138,44,17,HR
E1139,33,20,Marketing
E1140,38,10,HR
E1141,48,13,HR
E1142,48,13,Marketing
E1143,31,13,Development
E1144,44,11,Sales
E1145,32,5,Sales
E1146,41,14,HR
E1147,35,5,Development
E1148,48,23,Marketing
E1149,30,12,Sales
E1150,46,25,Sales
E1151,45,16,Sales
E1152,46,24,Development
E1153,31,25,Sales
E1154,30,17,Development
E1155,31,10,Development
E1156,32,16,Sales
E1157,38,21,Development
E1158,33,11,Marketing
E1159,34,14,Sales
E1160,42,10,Development
E1161,45,11,Development
E1162,44,22,Development
E1163,50,7,Development
E1164,31,10,Sales
E1165,50,23,Marketing
E1166,34,10,Development
E1167,48,7,Marketing
E1168,43,20,Sales
E1169,50,16,Sales
E1170,42,21,Sales
E1171,49,10,Development
E1172,47,10,Marketing
E1173,41,20,HR
E1174,30,15,HR
E1175,34,17,Sales
E1176,35,6,HR
E1177,48,17,Marketing
E1178,48,5,Development
E1179,39,5,Development
E1180,43,23,Development
E1181,30,18,Development
E1182,31,20,HR
E1183,47,12,Development
E1184,40,22,Sales
E1185,47,16,Marketing
E1186,33,14,Marketing
E1187,35,19,HR
E1188,30,19,Marketing
E1189,44,10,HR
E1190,49,7,Development
E1191,30,7,Sales
E1192,43,8,Sales
E1193,38,13,HR
E1194,38,25,Marketing
E1195,32,23,Marketing
E1196,42,6,Sales
E1197,31,21,Marketing
E1198,30,22,Sales
E1199,38,15,Marketing
E1200,36,11,Marketing
E1201,35,17,Sales
E1202,48,18,Marketing
E1203,36,22,HR
E1204,41,20,Sales
E1205,40,13,Sales
E1206,44,15,Development
E1207,39,15,Development
E1208,50,23,Development
E1209,31,9,HR
E1210,43,10,Marketing
E1211,43,18,Development
E1212,44,21,Sales
E1213,32,6,HR
E1214,38,13,HR
E1215,45,15,Sales
E1216,39,23,Marketing
E1217,33,8,HR
E1218,37,10,HR
E1219,31,23,Marketing
E1220,43,15,Development
E1221,44,24,HR
E1222,44,20,Sales
E1223,33,15,HR
E1224,35,16,HR
E1225,47,14,Development
E1226,46,20,Sales
E1227,37,17,Marketing
E1228,40,11,HR
E1229,43,24,Sales
E1230,44,23,Sales
E1231,36,11,Sales
E1232,40,11,HR
E1233,41,7,HR
E1234,39,16,HR
E1235,42,19,HR
E1236,40,9,Development
E1237,40,5,HR
E1238,36,8,Sales
E1239,42,5,HR
E1240,30,7,Marketing
E1241,37,10,HR
E1242,43,24,Sales
E1243,40,6,HR
E1244,44,10,Development
E1245,48,10,Marketing
E1246,35,5,Development
E1247,49,18,HR
E1248,40,5,Marketing
E1249,45,12,Development
E1250,35,18,HR
E1251,39,6,Development
E1252,35,19,Sales
E1253,49,19,Development
E1254,47,20,Marketing
E1255,31,20,HR
E1256,41,18,Marketing
E1257,44,7,Sales
E1258,49,25,Development
E1259,47,13,Development
E1260,43,22,Sales
E1261,32,21,Marketing
E1262,40,12,Marketing
E1263,30,24,Development
E1264,37,5,Development
E1265,30,15,HR
E1266,32,20,Marketing
E1267,49,20,HR
E1268,44,9,Sales
E1269,38,5,HR
E1270,49,19,Development
E1271,46,6,Development
E1272,46,11,HR
E1273,48,5,Marketing
E1274,34,6,Marketing
E1275,50,12,HR
E1276,47,9,Marketing
E1277,46,5,Sales
E1278,39,6,Sales
E1279,42,5,Marketing
E1280,37,10,Development
E1281,49,25,Development
E1282,30,12,HR
E1283,36,12,Marketing
E1284,31,11,Sales
E1285,34,23,HR
E1286,40,9,Sales
E1287,36,21,Sales
E1288,39,14,Development
E1289,50,7,Marketing
E1290,48,14,Marketing
E1291,30,25,Marketing
E1292,49,14,HR
E1293,38,7,Development
E1294,43,12,Sales
E1295,40,24,Marketing
E1296,39,25,Sales
E1297,31,12,Marketing
E1298,46,14,HR
E1299,33,19,Marketing
E1300,41,13,Sales
E1301,38,25,Marketing
E1302,50,11,Sales
E1303,31,15,Sales
E1304,44,6,Sales
E1305,41,21,Sales
E1306,39,22,Marketing
E1307,31,21,Marketing
E1308,41,19,Development
E1309,35,21,Marketing
E1310,34,20,Sales
E1311,37,22,Development
E1312,40,9,Marketing
E1313,49,25,Sales
E1314,41,11,Development
E1315,37,18,Marketing
E1316,40,5,Sales
E1317,50,13,Development
E1318,35,14,Marketing
E1319,46,13,Sales
E1320,35,7,HR
E1321,39,18,Marketing
E1322,37,9,HR
E1323,42,21,Sales
E1324,41,25,Sales
E1325,34,9,Sales
E1326,34,9,Sales
E1327,33,20,Development
E1328,32,10,Marketing
E1329,37,24,Marketing
E1330,46,24,Development
E1331,46,14,Development
E1332,49,10,HR
E1333,44,9,HR
E1334,30,10,HR
E1335,30,5,HR
E1336,42,5,Sales
E1337,35,5,Sales
E1338,31,11,Development
E1339,38,18,Marketing
E1340,42,8,Development
E1341,34,5,Sales
E1342,42,9,Sales
E1343,36,22,Development
E1344,40,20,HR
E1345,34,5,Sales
E1346,48,22,HR
E1347,43,18,HR
E1348,42,7,HR
E1349,35,9,Development
E1350,41,25,Sales
E1351,43,20,Sales
E1352,31,21,Development
E1353,38,25,Sales
E1354,41,14,Sales
E1355,35,17,Development
E1356,47,20,Development
E1357,43,5,Marketing
E1358,46,8,Marketing
E1359,31,15,Sales
E1360,34,23,Development
E1361,37,16,HR
E1362,47,6,Sales
E1363,50,6,Development
E1364,37,23,Sales
E1365,36,20,Sales
E1366,48,13,HR
E1367,35,8,HR
E1368,49,8,Marketing
E1369,42,5,Development
E1370,50,21,HR
E1371,47,7,Sales
E1372,41,7,HR
E1373,47,24,Marketing
E1374,39,8,HR
E1375,46,7,HR
E1376,47,6,Development
E1377,47,8,Sales
E1378,30,15,Development
E1379,33,10,Marketing
E1380,46,23,Marketing
E1381,47,14,Development
E1382,48,7,Sales
E1383,37,19,Development
E1384,43,13,Development
E1385,45,24,Development
E1386,42,5,Marketing
E1387,48,13,Development
E1388,45,15,HR
E1389,36,9,Marketing
E1390,43,8,Development
E1391,37,9,Sales
E1392,32,8,Marketing
E1393,47,11,Marketing
E1394,47,11,Sales
E1395,43,13,Development
E1396,38,13,Development
E1397,31,13,Marketing
E1398,39,6,Sales
E1399,40,23,Sales
E1400,44,9,Development
E1401,32,24,Marketing
E1402,34,23,Marketing
E1403,33,21,Marketing
E1404,31,16,HR
E1405,44,16,HR
E1406,50,18,Marketing
E1407,44,16,Sales
E1408,47,8,Development
E1409,33,18,Development
E1410,30,20,Sales
E1411,36,18,Development
E1412,48,17,Sales
E1413,50,7,HR
E1414,41,15,Development
E1415,33,24,Sales
E1416,49,15,HR
E1417,35,20,Marketing
E1418,34,8,HR
E1419,34,18,Sales
E1420,48,24,Marketing
E1421,32,22,Marketing
E1422,33,9,HR
E1423,32,18,Sales
E1424,34,21,HR
E1425,40,17,HR
E1426,40,5,Sales
E1427,31,14,Development
E1428,30,20,Marketing
E1429,50,10,Development
E1430,38,18,Sales
E1431,35,20,Development
E1432,39,19,Marketing
E1433,35,5,HR
E1434,40,17,HR
E1435,34,16,Marketing
E1436,38,8,Marketing
E1437,48,11,Marketing
E1438,43,24,HR
E1439,43,10,Sales
E1440,50,9,Development
E1441,39,14,Marketing
E1442,45,6,Sales
E1443,49,23,Sales
E1444,38,18,Marketing
E1445,47,23,Sales
E1446,37,19,Sales
E1447,34,13,Development
E1448,48,25,Development
E1449,33,19,Sales
E1450,45,22,Marketing
E1451,33,7,Development
E1452,48,12,HR
E1453,49,24,Marketing
E1454,41,16,Marketing
E1455,34,19,Marketing
E1456,31,25,Marketing
E1457,49,11,Development
E1458,42,22,HR
E1459,34,17,HR
E1460,43,11,Sales
E1461,46,9,Sales
E1462,42,24,Marketing
E1463,38,16,Marketing
E1464,35,25,Development
E1465,48,23,Marketing
E1466,50,11,Marketing
E1467,41,17,HR
E1468,30,13,Marketing
E1469,36,17,Development
E1470,34,22,Marketing
E1471,48,8,HR
E1472,44,7,Development
E1473,39,13,Sales
E1474,41,16,Marketing
E1475,34,6,HR
E1476,45,24,Development
E1477,31,25,Marketing
E1478,44,18,Development
E1479,42,17,Sales
E1480,43,16,HR
E1481,47,22,Marketing
E1482,49,16,Development
E1483,32,16,HR
E1484,33,8,Marketing
E1485,40,22,Marketing
E1486,40,7,Sales
E1487,42,18,HR
E1488,33,19,HR
E1489,42,19,Marketing
E1490,34,7,Marketing
E1491,37,8,HR
E1492,40,7,Marketing
E1493,40,17,Marketing
E1494,40,16,HR
E1495,38,18,Development
E1496,35,13,Sales
E1497,41,5,Sales
E1498,39,16,HR
E1499,45,20,Marketing
E1500,32,15,Development
E1501,30,22,Marketing
E1502,33,5,Sales
E1503,30,19,Marketing
E1504,48,22,Development
E1505,46,8,Marketing
E1506,34,9,Marketing
E1507,45,24,Marketing
E1508,32,24,HR
E1509,42,19,Development
E1510,44,25,Sales
E1511,41,9,Sales
E1512,33,9,HR
E1513,33,21,HR
E1514,37,5,Development
E1515,43,8,HR
E1516,31,22,HR
E1517,45,20,HR
E1518,33,12,HR
E1519,30,16,Development
E1520,38,13,Development
E1521,50,13,Development
E1522,31,9,Sales
E1523,34,17,Development
E1524,50,23,HR
E1525,44,17,Development
E1526,38,7,HR
E1527,33,6,Development
E1528,36,15,Development
E1529,48,15,Marketing
E1530,37,19,Marketing
E1531,39,25,HR
E1532,40,25,Sales
E1533,31,6,Sales
E1534,32,25,Sales
E1535,33,24,Marketing
E1536,35,21,HR
E1537,42,7,Development
E1538,40,7,Sales
E1539,46,13,Development
E1540,48,14,Sales
E1541,37,5,HR
E1542,32,24,Marketing
E1543,34,8,Marketing
E1544,39,16,Development
E1545,40,9,HR
E1546,38,24,Sales
E1547,31,16,Marketing
E1548,40,24,HR
E1549,36,13,Sales
E1550,30,22,Sales
E1551,44,25,Marketing
E1552,49,15,Development
E1553,30,23,Development
E1554,30,22,Development
E1555,40,11,Marketing
E1556,35,12,Marketing
E1557,37,13,HR
E1558,47,6,Marketing
E1559,43,20,Marketing
E1560,38,11,Sales
E1561,41,13,Sales
E1562,36,25,HR
E1563,49,20,HR
E1564,36,6,Development
E1565,31,12,Marketing
E1566,34,16,Sales
E1567,47,16,Sales
E1568,31,10,Sales
E1569,42,7,HR
E1570,31,21,Marketing
E1571,43,25,Marketing
E1572,49,7,HR
E1573,42,10,Development
E1574,50,10,HR
E1575,32,13,Sales
E1576,50,17,Development
E1577,30,15,Development
E1578,42,13,Marketing
E1579,44,15,Sales
E1580,34,11,Development
E1581,36,21,HR
E1582,49,13,Development
E1583,46,14,Sales
E1584,39,14,HR
E1585,44,14,Development
E1586,31,21,HR
E1587,40,13,Development
E1588,48,20,Marketing
E1589,48,17,Development
E1590,34,7,Sales
E1591,37,5,Sales
E1592,39,5,Marketing
E1593,34,20,Marketing
E1594,34,17,Sales
E1595,30,7,Development
E1596,41,20,Development
E1597,41,7,Development
E1598,35,9,Sales
E1599,40,7,Sales
E1600,35,9,HR
E1601,48,14,Development
E1602,33,11,HR
E1603,39,10,Marketing
E1604,43,11,HR
E1605,48,13,HR
E1606,48,21,Sales
E1607,42,10,HR
E1608,47,25,Sales
E1609,35,19,Sales
E1610,37,19,Development
E1611,38,18,Marketing
E1612,47,14,Development
E1613,37,6,Marketing
E1614,40,15,Sales
E1615,41,17,Sales
E1616,40,6,HR
E1617,41,13,Development
E1618,36,12,Development
E1619,43,7,Marketing
E1620,48,14,HR
E1621,38,25,HR
E1622,41,20,HR
E1623,35,19,Marketing
E1624,47,14,Sales
E1625,48,21,Marketing
E1626,37,19,Marketing
E1627,47,6,Marketing
E1628,31,13,Sales
E1629,40,21,Sales
E1630,48,13,HR
E1631,40,14,Development
E1632,46,22,Development
E1633,36,16,Development
E1634,43,8,Marketing
E1635,48,21,HR
E1636,32,8,Marketing
E1637,47,20,Development
E1638,37,18,HR
E1639,49,19,Sales
E1640,35,13,Sales
E1641,31,24,Development
E1642,33,9,HR
E1643,50,22,HR
E1644,35,12,Marketing
E1645,42,14,Marketing
E1646,38,25,HR
E1647,43,11,Development
E1648,36,21,Development
E1649,45,9,HR
E1650,42,17,Sales
E1651,42,20,HR
E1652,46,8,HR
E1653,33,19,Marketing
E1654,48,21,HR
E1655,38,13,Sales
E1656,38,19,Marketing
E1657,31,16,Sales
E1658,44,24,Sales
E1659,37,8,Sales
E1660,42,24,Development
E1661,48,14,HR
E1662,36,19,HR
E1663,44,25,HR
E1664,33,15,Marketing
E1665,35,9,Marketing
E1666,43,20,Development
E1667,48,10,Sales
E1668,40,5,HR
E1669,39,20,HR
E1670,38,24,Development
E1671,36,7,Sales
E1672,38,12,HR
E1673,50,10,Sales
E1674,39,25,Marketing
E1675,31,17,Development
E1676,38,7,HR
E1677,43,14,Development
E1678,43,19,Development
E1679,40,18,HR
E1680,47,23,Marketing
E1681,40,9,Marketing
E1682,33,6,Marketing
E1683,47,16,Marketing
E1684,33,20,Marketing
E1685,31,21,HR
E1686,38,5,Marketing
E1687,33,16,Marketing
E1688,40,10,Sales
E1689,48,20,Marketing
E1690,31,24,Sales
E1691,45,13,HR
E1692,32,14,Sales
E1693,39,21,HR
E1694,47,6,Sales
E1695,36,21,HR
E1696,43,15,Development
E1697,36,6,Development
E1698,47,12,Marketing
E1699,43,18,Development
E1700,39,18,Development
E1701,30,7,HR
E1702,41,20,Development
E1703,32,16,HR
E1704,40,6,HR
E1705,38,14,Sales
E1706,43,18,Sales
E1707,45,7,HR
E1708,46,15,Sales
E1709,38,23,HR
E1710,45,6,Development
E1711,48,11,HR
E1712,33,9,Development
E1713,32,25,Sales
E1714,46,19,Marketing
E1715,49,19,Marketing
E1716,48,22,HR
E1717,48,6,Sales
E1718,44,5,Development
E1719,42,14,HR
E1720,45,20,Marketing
E1721,44,10,HR
E1722,44,5,HR
E1723,49,24,Development
E1724,44,9,HR
E1725,47,12,Marketing
E1726,37,19,Sales
E1727,39,14,Development
E1728,44,11,Sales
E1729,45,11,Development
E1730,31,5,Marketing
E1731,48,19,HR
E1732,49,25,Development
E1733,41,17,Sales
E1734,40,18,Marketing
E1735,40,24,Development
E1736,30,16,Marketing
E1737,41,17,HR
E1738,47,17,Marketing
E1739,35,24,Marketing
E1740,43,25,Sales
E1741,40,20,Sales
E1742,31,18,Marketing
E1743,49,19,HR
E1744,34,21,HR
E1745,33,19,Sales
E1746,37,23,Development
E1747,37,18,Development
E1748,47,13,HR
E1749,46,6,HR
E1750,32,25,Development
E1751,32,23,Marketing
E1752,45,8,Sales
E1753,30,6,Development
E1754,45,5,HR
E1755,42,11,Development
E1756,30,21,HR
E1757,35,6,Sales
E1758,32,14,Sales
E1759,30,11,Marketing
E1760,36,24,Development
E1761,42,12,Marketing
E1762,36,18,Sales
E1763,36,18,Marketing
E1764,47,13,HR
E1765,48,6,HR
E1766,30,5,HR
E1767,48,22,Sales
E1768,37,7,HR
E1769,48,24,Marketing
E1770,45,8,Sales
E1771,35,21,HR
E1772,36,14,Marketing
E1773,47,13,Marketing
E1774,36,11,Development
E1775,37,19,Development
E1776,48,20,Sales
E1777,49,17,HR
E1778,47,24,HR
E1779,44,17,Sales
E1780,43,18,Development
E1781,40,17,Marketing
E1782,39,18,HR
E1783,40,16,HR
E1784,40,14,HR
E1785,39,14,Marketing
E1786,32,11,Sales
E1787,47,23,Development
E1788,42,12,Development
E1789,43,9,Marketing
E1790,41,11,HR
E1791,40,19,Marketing
E1792,36,19,Sales
E1793,40,9,HR
E1794,31,21,Sales
E1795,38,10,Development
E1796,37,14,HR
E1797,30,19,Sales
E1798,38,20,Development
E1799,49,6,Marketing
E1800,46,10,Development
E1801,35,17,Marketing
E1802,38,18,HR
E1803,43,10,Marketing
E1804,48,23,Sales
E1805,32,21,Marketing
E1806,30,22,Marketing
E1807,46,11,Development
E1808,45,22,Sales
E1809,45,8,HR
E1810,40,16,Development
E1811,37,10,Sales
E1812,48,7,Sales
E1813,35,24,Development
E1814,38,6,Sales
E1815,32,11,HR
E1816,31,20,Marketing
E1817,36,17,Development
E1818,47,6,HR
E1819,38,19,HR
E1820,44,22,Marketing
E1821,46,17,HR
E1822,44,12,HR
E1823,45,12,Marketing
E1824,44,17,Development
E1825,41,10,Marketing
E1826,49,24,HR
E1827,39,19,HR
E1828,44,15,Marketing
E1829,40,9,Sales
E1830,37,12,Sales
E1831,36,22,HR
E1832,39,16,HR
E1833,38,24,HR
E1834,38,19,Sales
E1835,43,18,Sales
E1836,35,9,HR
E1837,38,24,Marketing
E1838,50,15,HR
E1839,50,13,Sales
E1840,32,24,HR
E1841,35,6,Development
E1842,43,17,Development
E1843,43,9,Development
E1844,44,8,Marketing
E1845,33,24,Marketing
E1846,48,23,HR
E1847,44,12,Development
E1848,36,10,HR
E1849,37,10,Marketing
E1850,49,7,Sales
E1851,39,11,Marketing
E1852,43,14,Sales
E1853,31,10,Development
E1854,43,7,HR
E1855,33,13,HR
E1856,40,23,Development
E1857,37,20,Sales
E1858,36,16,Marketing
E1859,32,18,HR
E1860,35,17,HR
E1861,32,17,Development
E1862,32,7,HR
E1863,36,16,Sales
E1864,44,6,Marketing
E1865,45,6,Sales
E1866,47,14,Sales
E1867,42,5,Development
E1868,45,18,HR
E1869,47,11,HR
E1870,48,25,Marketing
E1871,31,15,Sales
E1872,41,10,Marketing
E1873,49,5,HR
E1874,38,18,HR
E1875,36,5,HR
E1876,33,21,Development
E1877,34,14,HR
E1878,45,8,Sales
E1879,36,25,Development
E1880,44,6,Marketing
E1881,32,16,Marketing
E1882,31,14,Marketing
E1883,41,13,HR
E1884,38,11,Marketing
E1885,31,13,Sales
E1886,47,5,HR
E1887,37,7,Marketing
E1888,39,18,Marketing
E1889,31,21,Development
E1890,41,6,Marketing
E1891,36,10,HR
E1892,30,9,Marketing
E1893,38,22,HR
E1894,35,20,Marketing
E1895,37,10,Marketing
E1896,33,22,Marketing
E1897,32,20,Development
E1898,49,24,Marketing
E1899,31,15,Development
E1900,46,11,Marketing
E1901,48,21,Sales
E1902,50,22,Development
E1903,30,14,Development
E1904,38,20,Marketing
E1905,50,24,Marketing
E1906,30,14,Development
E1907,50,25,Marketing
E1908,42,13,Marketing
E1909,36,22,Sales
E1910,32,20,HR
E1911,36,23,Marketing
E1912,37,5,Marketing
E1913,33,9,Sales
E1914,48,8,HR
E1915,35,6,Marketing
E1916,35,6,Development
E1917,35,19,Sales
E1918,41,5,HR
E1919,30,9,Development
E1920,38,21,HR
E1921,31,23,Marketing
E1922,34,18,Marketing
E1923,47,21,Sales
E1924,50,15,HR
E1925,39,16,Marketing
E1926,36,20,Development
E1927,36,16,HR
E1928,49,8,HR
E1929,47,6,HR
E1930,38,14,HR
E1931,36,17,Sales
E1932,48,6,HR
E1933,34,15,Marketing
E1934,41,12,Marketing
E1935,49,18,Marketing
E1936,44,23,Sales
E1937,31,5,Development
E1938,35,8,Marketing
E1939,49,19,HR
E1940,49,14,HR
E1941,41,19,Sales
E1942,37,9,Sales
E1943,38,6,Sales
E1944,49,5,HR
E1945,38,18,HR
E1946,33,21,Sales
E1947,38,12,Marketing
E1948,36,8,Sales
E1949,45,13,HR
E1950,47,6,Development
E1951,40,20,HR
E1952,44,22,Marketing
E1953,49,15,Development
E1954,39,18,Sales
E1955,30,12,HR
E1956,48,18,Development
E1957,44,20,Development
E1958,30,14,HR
E1959,48,21,Sales
E1960,44,11,Sales
E1961,39,19,Development
E1962,50,8,Marketing
E1963,41,22,HR
E1964,49,7,Development
E1965,32,9,Sales
E1966,39,19,HR
E1967,37,13,Development
E1968,50,12,Marketing
E1969,36,18,Marketing
E1970,38,6,Marketing
E1971,45,6,Marketing
E1972,31,18,Development
E1973,33,5,Marketing
E1974,39,25,Sales
E1975,32,17,Sales
E1976,41,7,HR
E1977,50,22,Development
E1978,38,21,Marketing
E1979,33,21,Development
E1980,47,15,HR
E1981,46,22,Sales
E1982,32,14,Marketing
E1983,42,23,Sales
E1984,39,7,HR
E1985,31,13,Sales
E1986,45,9,HR
E1987,41,23,Marketing
E1988,33,25,Sales
E1989,30,12,Development
E1990,35,19,Marketing
E1991,47,15,Development
E1992,49,8,HR
E1993,37,7,Development
E1994,30,11,HR
E1995,38,21,Marketing
E1996,43,16,HR
E1997,42,25,Sales
E1998,41,22,HR
E1999,33,14,Development
E2000,38,20,HR
